label,message,processed_text
ham,Happy new year to u too!,happy new year u
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi dis yijue would happy work wif gek
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball moving lot spin last difficult bat
ham,I'm in a movie... Collect car oredi...,movie collect car oredi
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,busy come point figure tomorrow
ham,Orh i tot u say she now still dun believe.,orh tot u say still dun believe
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
ham,You best watch what you say cause I get drunk as a motherfucker,best watch say cause get drunk motherfucker
ham,"When you get free, call me",get free call
ham,Reckon need to be in town by eightish to walk from * carpark.,reckon need town eightish walk carpark
ham,Detroit. The home of snow. Enjoy it.,detroit home snow enjoy
ham,You are right. Meanwhile how's project twins comin up,right meanwhile project twins comin
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,aft finish lunch go str lor ard smth lor u finish ur lunch already
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valued network customer selected receivea prize reward claim call claim code kl valid hours
ham,I'm on the bus. Love you,bus love
ham,No need for the drug anymore.,need drug anymore
ham,"How about clothes, jewelry, and trips?",clothes jewelry trips
ham,"Yes but i dont care! I need you bad, princess!",yes dont care need bad princess
ham,Also hi wesley how've you been,also hi wesley
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,tonight mate catching sleep new number way
ham,on a Tuesday night r u 4 real,tuesday night r u real
ham,Is toshiba portege m100 gd?,toshiba portege gd
ham,"Awesome, think we can get an 8th at usf some time tonight?",awesome think get th usf time tonight
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt mins whn u read
ham,R ü going 4 today's meeting?,r going today meeting
ham,Umma my life and vava umma love you lot dear,umma life vava umma love lot dear
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friends plan valentines day lt url gt
ham,Now project pa. After that only i can come.,project pa come
ham,Call me when u're done...,call u done
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,u studying sch going home anyway b going sch later
ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls situation seekers
ham,Alright took the morphine. Back in yo.,alright took morphine back yo
ham,No way I'm going back there!,way going back
ham,"I think your mentor is , but not 100 percent sure.",think mentor percent sure
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,watching surya movie pm vijay movie pokkiri
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,drama pls enough family struggling hot sun strange place reason ego going invited actually necessity go wait serious reppurcussions
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study
ham,Customer place i will call you.,customer place call
ham,"K, if u bored up just come to my home..",k u bored come home
ham,G wants to know where the fuck you are,g wants know fuck
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx
ham,Do have a nice day today. I love you so dearly.,nice day today love dearly
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
ham,No did you check? I got his detailed message now,check got detailed message
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,might come kerala days prepared take leave finalise dont plan travel visit need finish urgent works
ham,I am on the way to ur home,way ur home
ham,Wat time do u wan 2 meet me later?,wat time u wan meet later
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",yeah leave couple minutes amp let know get mu
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day
ham,Jus ans me lar. U'll noe later.,jus ans lar u noe later
ham,I am in tirupur.  call you da.,tirupur call da
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",hello news job making wait fifth week yeah im woozles weasels exeter still home
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",mila age blonde new uk look sex uk guys u like fun text mtalk pp txt st free increments help
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",hi keen go kind feel go tomo mind
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip billed p netcollex ltd po box ig oja
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,hi dear saw dear happy battery low
ham,I absolutely LOVE South Park! I only recently started watching the office.,absolutely love south park recently started watching office
ham,"Ok omw now, you at castor?",ok omw castor
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,office whats matter msg call break
ham,Ok,ok
ham,There's no point hangin on to mr not right if he's not makin u happy,point hangin mr right makin u happy
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heart gn tc
ham,Lol your always so convincing.,lol always convincing
ham,I just cooked a rather nice salmon a la you,cooked rather nice salmon la
ham,No that just means you have a fat head,means fat head
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,hey dont go watch x men lunch haha
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,thinking going reg pract lessons flung advance haha wat time u going
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call
ham,Do you still have the grinder?,still grinder
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobile awarded bonus caller prize final try contact u call landline box wr c ppm
ham,Wat's da model num of ur phone?,wat da model num ur phone
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",customer service announcement recently tried make delivery unable please call schedule ref
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes speak txt u hmm u get email
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,v skint fancied bevies waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night
ham,Rats. Hey did u ever vote for the next themes?,rats hey u ever vote next themes
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,wanted ask wait finish lect cos lect finishes hour anyway
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,usually take fifteen fucking minutes respond yes question
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private account statement xxxxxx shows un redeemed points call identifier code expires
ham,Pls speak with me. I wont ask anything other then you friendship.,pls speak wont ask anything friendship
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sms
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
ham,Can. Dunno wat to get 4 her...,dunno wat get
ham,Home so we can always chat,home always chat
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",nd time tried contact u u prize claim easy call p per minute bt national rate
